match_id,Home,Draw,Away
273254,0.256235051,0.243035589,0.50072936
273259,0.468936814,0.266768625,0.264294561
273252,0.009275747,0.029871812,0.960852441
273258,0.708215866,0.216806781,0.074977353
273255,0.54432074,0.035421177,0.420258083
273251,0.482527889,0.178795267,0.338676845
273256,0.548289249,0.204251854,0.247458898
273257,0.120615962,0.475189333,0.404194705
273253,0.474682843,0.241814558,0.283502599
273260,0.286351804,0.24730383,0.466344366
